ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations
34514416,SCISSOR,0.996242762,SCISSOR,0.996242762,,0,1,http://thecailab.com/scissor,301,United States,"(39.172,-86.5016)",http://web.archive.org/web/20260519223718/https://www.thecailab.com/scissor/,2021-09-09,"Department of Environmental Health Sciences, Arnold School of Public Health, University of South Carolina, Columbia, SC 29208, USA.","Cui X, Qin F, Yu X, Xiao F, Cai G",,"NSF, NIGMS, NIGMS NIH HHS, UofSC, NIH",4.0
"34536568, 28137767",SmProt,0.989004731,SmProt,0.989004731,small proteins database,0.90862302,2,http://bigdata.ibp.ac.cn/SmProt,301,China,"(39.9876,116.336)",http://web.archive.org/web/20251130105902/http://bigdata.ibp.ac.cn/SmProt/,2021-08-01,"College of Life Sciences, University of Chinese Academy of Sciences, Beijing 100049, China; Key Laboratory of RNA Biology, Center for Big Data Research in Health, Institute of Biophysics, Chinese Academy of Sciences, Beijing 100101, China.; Key Laboratory of RNA Biology, Institute of Biophysics, Chinese Academy of Sciences, Beijing, China.","Li Y, Zhou H, Chen X, Zheng Y, Kang Q, Hao D, Zhang L, Song T, Luo H, Hao Y, Chen R, Zhang P, He S, Hao Y, Zhang L, Niu Y, Cai T, Luo J, He S, Zhang B, Zhang D, Qin Y, Yang F, Chen R",,"National Natural Science Foundation of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, National Natural Science Foundation of China, 13th Five-year Informatization Plan of Chinese Academy of Sciences, National Natural Science Foundation of China, National Key R&amp;D Program of China, National Key R&amp;D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Strategic Priority Research Program of Chinese Academy of Sciences, Special Investigation on Science and Technology Basic Resources, Ministry of Science and Technology, China",192.0
34570216,SPENCER,0.984088242,SPENCER,0.984088242,,0,1,http://spencer.renlab.org,200,,,http://web.archive.org/web/20260210152731/https://spencer.renlab.org/,2022-01-01,"School of Life Sciences, Precision Medicine Institute, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou 510080, China.","Luo X, Huang Y, Li H, Luo Y, Zuo Z, Ren J, Xie Y",,"Guangdong Basic and Applied Basic Research Foundation, National Natural Science Foundation of China, Guangdong Basic and Applied Basic Research Foundation, National Natural Science Foundation of China, National Natural Science Foundation of China, National Key Research and Development Program of China, Program for Guangdong Introducing Innovative and Entrepreneurial Teams, National Natural Science Foundation of China, National Natural Science Foundation of China",55.0
34570235,scMethBank,0.997844517,scMethBank,0.997844517,,0,1,http://ngdc.cncb.ac.cn/methbank/scm,301,China,"(39.911,116.395)",http://web.archive.org/web/20250611054720/https://ngdc.cncb.ac.cn/methbank/scm/,2022-01-01,"National Genomics Data Center & CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.","Zong W, Kang H, Xiong Z, Ma Y, Jin T, Gong Z, Yi L, Zhang M, Wu S, Wang G, Bao Y, Li R",,"Alliance of International Science Organizations, Chinese Academy of Sciences, Chinese Academy of Sciences",29.0
34634810,SignaLink3,0.9973768,SignaLink3,0.9973768,,0,1,http://signalink.org,302,,,None,2022-01-01,"Earlham Institute, Norwich NR4 7UZ, UK.","Csabai L, Fazekas D, Kadlecsik T, Szalay-Bekő M, Bohár B, Madgwick M, Módos D, Ölbei M, Gul L, Sudhakar P, Kubisch J, Oyeyemi OJ, Liska O, Ari E, Hotzi B, Billes VA, Molnár E, Földvári-Nagy L, Csályi K, Demeter A, Pápai N, Koltai M, Varga M, Lenti K, Farkas IJ, Türei D, Csermely P, Vellai T, Korcsmáros T",,"ELKH/MTA-ELTE Genetics Research Group, Biotechnology and Biological Sciences Research Council, Hungarian National Research, Biotechnology and Biological Sciences Research Council, Earlham Institute, Biotechnology and Biological Sciences Research Council, Hungarian National Research, Hungarian National Research, Biotechnology and Biological Sciences Research Council, German Federal Ministry of Education and Research, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, UK Research and Innovation, Ministry of Human Capacities, European Research Council, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council",35.0
34634815,SomaMutDB,0.997293532,SomaMutDB,0.997293532,,0,1,http://vijglab.einsteinmed.org/SomaMutDB,"HTTPConnectionPool(host='vijglab.einsteinmed.org', port=80): Max retries exceeded with url: /SomaMutDB (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b198a070>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20230609064803/https://vijglab.einsteinmed.org/SomaMutDB/,2022-01-01,"Department of Genetics, Albert Einstein College of Medicine, Bronx, NY, USA.","Sun S, Wang Y, Maslov AY, Dong X, Vijg J",,"National Institutes of Health, NIEHS NIH HHS, NIA NIH HHS, National Institutes of Health, NIA NIH HHS, Glenn Foundation for Medical Research, NIH, NIA NIH HHS, National Institutes of Health, National Institutes of Health, NIA NIH HHS, NIA NIH HHS, National Institutes of Health, National Institutes of Health",46.0
34761274,scEnhancer,0.996709287,scEnhancer,0.996709287,,0,1,http://enhanceratlas.net/scenhancer,404,,,http://web.archive.org/web/20250314075620/http://enhanceratlas.net/scenhancer/,2022-01-01,"Big Data Center, The Seventh Affiliated Hospital of Sun Yat-sen University, Shenzhen 518107, P.R. China.","Gao T, Zheng Z, Pan Y, Zhu C, Wei F, Yuan J, Sun R, Fang S, Wang N, Zhou Y, Qian J",,"National Natural Science Foundation of China, Shenzhen&apos;s introduction of talents and research start-up, National Natural Science Foundation of China",20.0
35015132,SorghumBase,0.997485578,SorghumBase,0.997485578,,0,1,http://www.sorghumbase.org,301,United States,"(40.8702,-73.4619)",http://web.archive.org/web/20260520074607/https://www.sorghumbase.org/,2022-01-11,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, 11724, USA.","Gladman N, Olson A, Wei S, Chougule K, Lu Z, Tello-Ruiz M, Meijs I, Van Buren P, Jiao Y, Wang B, Kumar V, Kumari S, Zhang L, Burke J, Chen J, Burow G, Hayes C, Emendack Y, Xin Z, Ware D",,"NIH HHS, Agricultural Research Service, NIH HHS, National Institutes of Health",40.0
35028657,SITVITBovis,0.968080401,SITVITBovis,0.968080401,,0,1,http://www.pasteur-guadeloupe.fr:8081/SITVIT_Bovis,"HTTPConnectionPool(host='www.pasteur-guadeloupe.fr', port=8081): Max retries exceeded with url: /SITVIT_Bovis (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b18f0940>: Failed to establish a new connection: [Errno 101] Network is unreachable'))",,,None,2022-01-01,"WHO Supranational TB Reference Laboratory-TB and Mycobacteria Unit, Institut Pasteur de Guadeloupe, Abymes 97183, Guadeloupe, France.","Couvin D, Cervera-Marzal I, David A, Reynaud Y, Rastogi N",,FEDERGuadeloupe-Conseil,6.0
35284049,SDC,0.980104685,SDC,0.980104685,Sex Differences in Cancer,0.908493519,1,http://sdc.anticancer.xyz,"HTTPConnectionPool(host='sdc.anticancer.xyz', port=80): Pool is closed.",,,None,2022-02-26,"Key Lab of Advanced Drug Preparation Technologies, Ministry of Education of China, Zhengzhou University, 100 Kexue Avenue, Zhengzhou, Henan 450001, China.","Zhao LF, Zhang JG, Qi FY, Hou WY, Li YR, Shen DD, Zhao LJ, Qi L, Liu HM, Zheng YC",,"Education Department of Henan Province, National Natural Science Foundation of China, National Natural Science Foundation of China",5.0
35318332,SkewDB,0.987615168,SkewDB,0.987615168,,0,1,http://skewdb.org,301,The Netherlands,"(52.069,5.1024)",None,2022-03-22,"AHU Holding Research, Nootdorp, Netherlands. bert@hubertnet.nl.",Hubert B,,,14.0
35363306,SCDO,0.984821141,SCDO,0.984821141,Ontology,0.9033885,1,http://scdontology.h3abionet.org,301,South Africa,"(-33.914,18.4129)",http://web.archive.org/web/20260516042658/https://scdontology.h3abionet.org/,2022-04-01,"Department of Pathology, Division of Human Genetics, University of Cape Town, Health Sciences Campus, Anzio Rd, Observatory 7925, South Africa.","Mazandu GK, Hotchkiss J, Nembaware V, Wonkam A, Mulder N",,"NHLBI NIH HHS, NIH HHS, National Institutes of Health, NHGRI NIH HHS, NIH HHS, National Institutes of Health",5.0
35460467,SmGDB,0.992405713,SmGDB,0.992405713,miltiorrhiza genome database,0.969273005,1,http://8.140.162.85,"HTTPConnectionPool(host='8.140.162.85', port=80): Pool is closed.",,,no_wayback,2022-04-23,"Agronomy College, Shandong Agricultural University, Tai'an, Shandong, 271028, China.","Zhou C, Lin C, Xing P, Li X, Song Z",,"Natural Science Foundation of Shandong Province, National Natural Science Foundation of China",5.0
35670730,SilkBase,0.995370626,SilkBase,0.995370626,,0,1,http://silkbase.ab.a.u-tokyo.ac.jp,301,,,None,2022-06-01,"Department of Agricultural and Environmental Biology, Graduate School of Agricultural and Life Sciences, The University of Tokyo, Yayoi 1-1-1, Bunkyo-ku, Tokyo 113-8657, Japan.","Kawamoto M, Kiuchi T, Katsuma S",,"JSPS, Japan, JSPS, Japan",22.0
36029479,SLOAD,0.983679116,SLOAD,0.983679116,,0,1,"http://www.tmliang.cn/SLOAD, http://www.tmliang.cn/SLOAD","302, 302","China, China","(39.9042,116.4073), (39.9042,116.4073)","http://web.archive.org/web/20260305210719/http://www.tmliang.cn/SLOAD/, http://web.archive.org/web/20260305210719/http://www.tmliang.cn/SLOAD/",2022-08-01,"Department of Bioinformatics, Smart Health Big Data Analysis and Location Services Engineering Lab of Jiangsu Province, School of Geographic and Biologic Information, Nanjing University of Posts and Telecommunications, No. 9, Wenyuan Road, Qixia District, Nanjing, Jiangsu 210023, China.","Guo L, Dou Y, Xia D, Yin Z, Xiang Y, Luo L, Zhang Y, Wang J, Liang T",,"National Natural Science Foundation of China, the key projects of Natural Science Research in Universities of Jiangsu Province, NUPTSF, State Key Laboratory of Bioelectronics, Southeast University, National Natural Science Foundation of China, the Priority Academic Program Development of Jiangsu Higher Education Institution, the key project of social development in Jiangsu Province, Qinglan Project",9.0
36165892,snoDB,0.99795717,snoDB,0.99795717,,0,1,http://bioinfo-scottgroup.med.usherbrooke.ca/snoDB,"HTTPConnectionPool(host='bioinfo-scottgroup.med.usherbrooke.ca', port=80): Pool is closed.",,,http://web.archive.org/web/20260518025024/https://bioinfo-scottgroup.med.usherbrooke.ca/snoDB/,2023-01-01,"Département de biochimie et génomique fonctionnelle, Faculté de médecine et des sciences de la santé, Université de Sherbrooke, Sherbrooke, Québec J1E 4K8, Canada.","Bergeron D, Paraqindes H, Fafard-Couture É, Deschamps-Francoeur G, Faucher-Giguère L, Bouchard-Bourelle P, Abou Elela S, Catez F, Marcel V, Scott MS",,"Fonds de Recherche du Québec - Santé, Agence Nationale de la Recherche, Inserm-ITMO Cancer, Agence Nationale de la Recherche, SIRIC program, Cancéropôle Lyon Auvergne Rhône-Alpes—AAP international 2021, Fondation ARC pour la Recherche sur le Cancer, Canadian Institutes of Health Research, Institut National Du Cancer, La Ligue Nationale contre le Cancer, Natural Sciences and Engineering Research Council of Canada, Synergie Lyon Cancer Foundation, Fonds de recherche du Québec - Nature et technologies, Labex program",62.0
"36243968, 26467481, 28654729, 31665520",SIGNOR,0.967104197,SIGNOR,0.967104197,SIGnaling Network Open Resource,0.931980938,4,http://signor.uniroma2.it,200,,,None,2023-01-01,"Fondazione Human Technopole, Milan 20157, Italy.; Department of Biology, University of Rome Tor Vergata, Rome, Italy.; Department of Biology, University of Rome Tor Vergata, Rome, Italy.; Department of Biology, University of Rome Tor Vergata, Via della Ricerca Scientifica, 00133 Rome, Italy.","Lo Surdo P, Iannuccelli M, Contino S, Castagnoli L, Licata L, Cesareni G, Perfetto L, Perfetto L, Briganti L, Calderone A, Cerquone Perpetuini A, Iannuccelli M, Langone F, Licata L, Marinkovic M, Mattioni A, Pavlidou T, Peluso D, Petrilli LL, Pirrò S, Posca D, Santonico E, Silvestri A, Spada F, Castagnoli L, Cesareni G, Lo Surdo P, Calderone A, Cesareni G, Perfetto L, Licata L, Lo Surdo P, Iannuccelli M, Palma A, Micarelli E, Perfetto L, Peluso D, Calderone A, Castagnoli L, Cesareni G",,"Italian Association for Cancer Research; European Research Council; Italian Association for Cancer Research, ELIXIR-IIB, Italian Association for Cancer Research, Italian Node of the European ELIXIR infrastructure",509.0
36243975,SPASCER,0.996733069,SPASCER,0.996733069,,0,1,http://ccsm.uth.edu/SPASCER,301,,,no_wayback,2023-01-01,"West China School of Public Health and West China Fourth Hospital, Sichuan University, Chengdu 610041, China.","Fan Z, Luo Y, Lu H, Wang T, Feng Y, Zhao W, Kim P, Zhou X",,"NIGMS NIH HHS, NIH, NIH, Clinical Research Incubation, NIAMS NIH HHS, NCI NIH HHS, NIAMS NIH HHS, West China Hospital, Sichuan University, NSF, NIH, NIGMS NIH HHS, Clinical Research Incubation, NIH",44.0
36305818,SPEED,0.992461562,SPEED,0.992461562,,0,1,"http://8.142.154.29, http://speedatlas.net","200, 200",", ",", ","http://web.archive.org/web/20250206204303/http://8.142.154.29/, http://web.archive.org/web/20260311215839/http://speedatlas.net/",2023-01-01,"Institute of Systems Medicine, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing 100005, China.","Chen Y, Zhang X, Peng X, Jin Y, Ding P, Xiao J, Li C, Wang F, Chang A, Yue Q, Pu M, Chen P, Shen J, Li M, Jia T, Wang H, Huang L, Guo G, Zhang W, Liu H, Wang X, Chen D",,"Shenzhen Science and Technology, Chinese Academy of Medical Sciences, Natural Science Foundation of Jiangsu Province, Gusu Innovation and Entrepreneurship, CAMS Innovation Fund for Medical Sciences",23.0
"36318264, 30371817",SEdb,0.99522537,SEdb,0.99522537,comprehensive human super-enhancer database,0.846477594,2,http://www.licpathway.net/sedb,200,Hong Kong,"(22.3193,114.169)",None,2023-01-01,"The First Affiliated Hospital, Institute of Cardiovascular Disease, Hengyang Medical School, University of South China, Hengyang, Hunan 421001, China.; School of Medical Informatics, Daqing Campus, Harbin Medical University, Daqing 163319, China.","Wang Y, Song C, Zhao J, Zhang Y, Zhao X, Feng C, Zhang G, Zhu J, Wang F, Qian F, Zhou L, Zhang J, Bai X, Ai B, Liu X, Wang Q, Li C, Jiang Y, Qian F, Bai X, Liu Y, Wang Q, Ai B, Han X, Shi S, Zhang J, Li X, Tang Z, Pan Q, Wang Y, Wang F, Li C",,"Wu Liande Youth Science Research Fund of Harbin Medical University, Hunan Provincial Base for Scientific and Technological Innovation Cooperation, Research Foundation of the First Affiliated Hospital of University of South China for Advanced Talents, China Postdoctoral Science Foundation, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, Natural Science Foundation for Distinguished Young Scholars of Heilongjiang Province of China; National Natural Science Foundation of China, Natural Science Foundation of Heilongjiang Province, National Natural Science Foundation of China",269.0
"36346548, 25640659",SecReT6,0.997667551,SecReT6,0.997667551,,0,2,http://bioinfo-mml.sjtu.edu.cn/SecReT6,302,China,"(31.2222,121.4581)",None,2022-11-04,"State Key Laboratory of Microbial Metabolism, Shanghai-Islamabad-Belgrade Joint Innovation Center on Antibacterial Resistances, Joint International Laboratory on Metabolic & Developmental Sciences, School of Life Sciences & Biotechnology, Shanghai Jiao Tong University, Shanghai, 200240, China.; State Key Laboratory for Microbial Metabolism and School of Life Sciences and Biotechnology, Shanghai Jiaotong University, Shanghai, 200030, China.","Zhang J, Guan J, Wang M, Li G, Djordjevic M, Tai C, Wang H, Deng Z, Chen Z, Ou HY, Li J, Yao Y, Xu HH, Hao L, Deng Z, Rajakumar K, Ou HY",,"Army Research Office, National Natural Science Foundation of China, National Natural Science Foundation of China, Specialized Research Fund for the Doctoral Program of Higher Education, China, 973 program, Ministry of Science and Technology, China, National Natural Science Foundation of China, United States Department of Homeland Security, Sino-UK Higher Education Research Partnership for PhD Studies",206.0
36420904,SEVA,0.912925601,SEVA,0.912925601,,0,1,http://seva-plasmids.com,301,,,None,2023-01-01,"Systems Biology Department, Centro Nacional de Biotecnología (CNB-CSIC), 28049 Cantoblanco-Madrid, Spain.","Martínez-García E, Fraile S, Algar E, Aparicio T, Velázquez E, Calles B, Tas H, Blázquez B, Martín B, Prieto C, Sánchez-Sampedro L, Nørholm MHH, Volke DC, Wirth NT, Dvořák P, Alejaldre L, Grozinger L, Crowther M, Goñi-Moreno A, Nikel PI, Nogales J, de Lorenzo V",,"NNF Center for Biosustainability, Novo Nordisk Fonden, European Research Council, NNF Center for Biosustainability",101.0
36724634,smProdrugs,0.989433408,smProdrugs,0.989433408,,0,1,http://cheminfolab.in/databases/prodrug,200,Canada,"(45.5019,-73.5674)",http://web.archive.org/web/20240420195231/http://cheminfolab.in/databases/prodrug/,2023-01-27,"Department of Experimental Medicine and Biotechnology, Postgraduate Institute of Medical Education and Research, Sector 12, Chandigarh, India. Electronic address: chinmayee.choudhury@gmail.com.","Choudhury C, Kumar V, Kumar R",,"Council of Scientific and Industrial Research, India, Department of Science and Technology, Ministry of Science and Technology, India",4.0
36797409,SODB,0.996113539,SODB,0.996113539,Spatial Omics DataBase,0.881995668,1,"http://gene.ai.tencent.com/SpatialOmics/, http://pysodb.readthedocs.io/en/latest","302, 301","China, Canada","(31.2222,121.4581), (43.6532,-79.3832)","http://web.archive.org/web/20250724090511/https://gene.ai.tencent.com/SpatialOmics, http://web.archive.org/web/20260609030609/https://pysodb.readthedocs.io/en/latest/",2023-02-16,"Institute of Science and Technology for Brain-Inspired Intelligence; MOE Key Laboratory of Computational Neuroscience and Brain-Inspired Intelligence; MOE Frontiers Center for Brain Science, Fudan University, Shanghai, China. zhiyuan@fudan.edu.cn.","Yuan Z, Pan W, Zhao X, Zhao F, Xu Z, Li X, Zhao Y, Zhang MQ, Yao J",,,85.0
36894999,SPACNACS,0.996763706,SPACNACS,0.996763706,SPAnish Copy Number Alterations Collaborative Server,0.867113304,1,http://csvs.clinbioinfosspa.es/spacnacs,"HTTPConnectionPool(host='csvs.clinbioinfosspa.es', port=80): Pool is closed.",,,http://web.archive.org/web/20250713131544/http://csvs.clinbioinfosspa.es/spacnacs/,2023-03-09,"Computational Medicine Platform, Andalusian Public Foundation Progress and Health-FPS, 41013, Seville, Spain.","López-López D, Roldán G, Fernández-Rueda JL, Bostelmann G, Carmona R, Aquino V, Perez-Florido J, Ortuño F, Pita G, Núñez-Torres R, González-Neira A, , Peña-Chilet M, Dopazo J",,"Instituto de Salud Carlos III, Instituto de Salud Carlos III, Ministerio de Ciencia e Innovación, Instituto de Salud Carlos III",2.0
37042720,sInterBase,0.992366672,sInterBase,0.992366672,,0,1,http://sinterbase.cs.bgu.ac.il,"HTTPConnectionPool(host='sinterbase.cs.bgu.ac.il', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b152f520>: Failed to establish a new connection: [Errno 111] Connection refused'))",,,None,2023-04-01,"Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, David Ben-Gurion Blvd. 1, Beer-Sheva 8410501, Israel.","Cohen S, Maximof E, Rokach S, Tadeski M, Veksler-Lublinsky I",,Israel Science Foundation,5.0
37178209,SmartWoodID,0.976852596,SmartWoodID,0.976852596,,0,1,http://hdl.handle.net/20.500.12624/SmartWoodID_first_edition,"HTTPConnectionPool(host='hdl.handle.net', port=80): Pool is closed.",,,no_wayback,2023-05-01,"Service of Wood Biology, Royal Museum for Central Africa, Leuvensesteenweg 13, Tervuren 3080, Belgium.","De Blaere R, Lievens K, Van Hassel D, Deklerck V, De Mil T, Hubau W, Van Acker J, Bourland N, Verwaeren J, Van den Bulcke J, Beeckman H",,"Belgian Science Policy Office, Special Research Fund through the BOF",5.0
37195696,scBrainMap,0.996493042,scBrainMap,0.996493042,,0,1,http://scbrainmap.sysneuro.net,"HTTPConnectionPool(host='scbrainmap.sysneuro.net', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ed4b14bb970>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,,http://web.archive.org/web/20251014065856/https://scbrainmap.sysneuro.net/,2023-05-01,"CAS Key Laboratory of Computational Biology, Shanghai Institute of Nutrition and Health, University of Chinese Academy of Sciences, Chinese Academy of Sciences, No. 320 Yueyang Road, Shanghai 200031, China.","Chi Y, Qi R, Zhou Y, Tong H, Jin H, Turck CW, Chen WH, Wang GZ",,National Natural Science Foundation of China,14.0
37207333,SH2db,0.996554494,SH2db,0.996554494,,0,1,http://sh2db.ttk.hu,200,,,None,2023-07-01,"Medicinal Chemistry Research Group and National Laboratory for Drug Researchand Development, Research Centre for Natural Sciences, Magyar tudósok krt. 2, 1117 Budapest, Hungary.","Bajusz D, Pándy-Szekeres G, Takács Á, de Araujo ED, Keserű GM",,"MSCA ITN ALLODD, National Research Development and Innovation Office of Hungary, ÚNKP-22-5 New National Excellence Program, Hungarian Academy of Sciences, National Research Development and Innovation Office of Hungary",7.0
37208450,SMDB,0.983671188,SMDB,0.983671188,,0,1,http://smdb.gxu.edu.cn,403,,,http://web.archive.org/web/20250425011732/https://smdb.gxu.edu.cn/,2023-05-19,"National Engineering Research Center for Non-Food Biorefinery, Guangxi Research Center for Biological Science and Technology, Guangxi Academy of Sciences, Nanning, 530007, China.","Mo S, Yan B, Gao T, Li J, Kashif M, Song J, Bai L, Yu D, Liao J, Jiang C",,,5.0
37399251,SoyTIPdb,0.997909665,SoyTIPdb,0.997909665,Soybean Transposon Insertion Polymorphisms Database,0.809414159,1,http://biotec.njau.edu.cn/soytipdb,"HTTPConnectionPool(host='biotec.njau.edu.cn', port=80): Pool is closed.",,,http://web.archive.org/web/20240816150810/https://biotec.njau.edu.cn/soytipdb,2023-09-01,"Department of Plant Pathology, Nanjing Agricultural University, Nanjing, Jiangsu 210095, China.","Yin Z, Yang Q, Shen D, Liu J, Huang W, Dou D",,"National Natural Science Foundation of China, Jiangsu Agricultural Science and Technology Innovation Fund, Fundamental Research Funds for the Central Universities, National Natural Science Foundation of China, Technical System of Chinese Herbal Medicine Industry",4.0
37429152,SecretoMyc,0.933894992,SecretoMyc,0.933894992,,0,1,http://secretomyc.cbs.cnrs.fr,"HTTPConnectionPool(host='secretomyc.cbs.cnrs.fr', port=80): Pool is closed.",,,None,2023-07-06,"Centre de Biologie Structurale, CNRS, INSERM, Université de Montpellier, France.","Gracy J, Vallejos-Sanchez K, Cohen-Gonsaud M",,French Infrastructure for Integrated Structural Biology,1.0
37638765,scPlantDB,0.996792853,scPlantDB,0.996792853,,0,1,http://biobigdata.nju.edu.cn/scplantdb,302,China,"(32.0589,118.7738)",http://web.archive.org/web/20240911055525/http://biobigdata.nju.edu.cn/scplantdb/,2024-01-01,"State Key Laboratory of Pharmaceutical Biotechnology, School of Life Sciences, Nanjing University, Nanjing 210023, China.","He Z, Luo Y, Zhou X, Zhu T, Lan Y, Chen D",,"National Natural Science Foundation of China, Postgraduate Research &amp; Practice Innovation Program of Jiangsu Province, Nanjing University Deng Feng Scholars Program",61.0
37735613,SoyDBean,0.97441268,SoyDBean,0.97441268,,0,1,http://soydbean.plantprofile.net,"HTTPConnectionPool(host='soydbean.plantprofile.net', port=80): Pool is closed.",,,http://web.archive.org/web/20240429025106/http://soydbean.plantprofile.net/,2023-09-21,"Division of Bio and Medical Bigdata Department (BK4 Program), Gyeongsang National University, 501, Jinju-daero, Jinju-si, Gyeongsangnam-do, 52828, Republic of Korea.","Lee Y, Woo DU, Kang YJ",,,1.0
37739405,SCAR,0.991210759,SCAR,0.991210759,Single-cell and Spatially-resolved Cancer Resources,0.963206982,1,"http://8.142.154.29/SCAR2023, http://scaratlas.com","301, 200","China, Bulgaria","(39.911,116.395), (42.6614,23.3479)","http://web.archive.org/web/20240419085612/http://8.142.154.29/SCAR2023/, http://web.archive.org/web/20260608230755/http://scaratlas.com/",2024-01-01,"State Key Laboratory of Common Mechanism Research for Major Diseases, Suzhou Institute of Systems Medicine, Chinese Academy of Medical Sciences & Peking Union Medical College, Suzhou 215123, China.","Deng Y, Chen P, Xiao J, Li M, Shen J, Qin S, Jia T, Li C, Chang A, Zhang W, Liu H, Xue R, Zhang N, Wang X, Huang L, Chen D",,"CAMS Innovation Fund for Medical Sciences, CAMS Innovation Fund for Medical Sciences (CIFMS), CAMS Innovation Fund for Medical Sciences, Non-profit Central Research Institute Fund of Chinese Academy of Medical Sciences, Natural Science Foundation of Jiangsu Province, Suzhou Municipal Key Laboratory, Gusu Innovation and Entrepreneurship Leading Talents Program",25.0
37791879,scQTLbase,0.997750819,scQTLbase,0.997750819,,0,1,http://bioinfo.szbl.ac.cn/scQTLbase,403,,,http://web.archive.org/web/20260316053228/http://bioinfo.szbl.ac.cn/scQTLbase/,2024-01-01,"Institute of Systems and Physical Biology, Shenzhen Bay Laboratory, Shenzhen 518055, China.","Ding R, Wang Q, Gong L, Zhang T, Zou X, Xiong K, Liao Q, Plass M, Li L",,"Spanish Ministry of Science and Innovation, Shenzhen Bay Laboratory, National Natural Science Foundation of China, National Natural Science Foundation of China",54.0
37811889,SoyMD,0.98381412,SoyMD,0.98381412,,0,1,http://yanglab.hzau.edu.cn/SoyMD,403,,,http://web.archive.org/web/20260515051212/https://yanglab.hzau.edu.cn/SoyMD/,2024-01-01,"Guangdong Key Laboratory of Plant Adaptation and Molecular Design, Innovative Center of Molecular Genetics and Evolution, School of Life Sciences, Guangzhou University, Guangzhou 510405, China.","Yang Z, Luo C, Pei X, Wang S, Huang Y, Li J, Liu B, Kong F, Yang QY, Fang C",,"Foundation of state key laboratory of sheep genetic improvement and healthy production, China Postdoctoral Science Foundation, National Natural Science Foundation of China, National Natural Science Foundation of China, National Key Research and Development Program, Hubei Hongshan Laboratory, China Postdoctoral Science Foundation, Hainan Yazhou Bay Seed Lab",33.0
37811897,SORC,0.997594297,SORC,0.997594297,patial omics resource in cancer,0.82338122,1,http://bio-bigdata.hrbmu.edu.cn/SORC,301,China,"(45.7004,126.62)",http://web.archive.org/web/20240419085905/http://bio-bigdata.hrbmu.edu.cn/SORC/,2024-01-01,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin 150081, Heilongjiang Province, China.","Zhou W, Su M, Jiang T, Yang Q, Sun Q, Xu K, Shi J, Yang C, Ding N, Li Y, Xu J",,"National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, Natural Science Foundation of Heilongjiang Province, National Natural Science Foundation of China",23.0
37819028,SingPro,0.981682837,SingPro,0.981682837,,0,1,http://idrblab.org/singpro,301,,,None,2024-01-01,"College of Pharmaceutical Sciences, The Second Affiliated Hospital, Zhejiang University School of Medicine, Zhejiang University, Hangzhou 310058, China.","Lian X, Zhang Y, Zhou Y, Sun X, Huang S, Dai H, Han L, Zhu F",,"Fundamental Research Funds for Central Universities, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, Westlake Laboratory, The Double Top-Class Universities, National Key R&amp;D Program of China, National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province, Information Technology Center of Zhejiang University, Alibaba Cloud, Key R&amp;D Program of Zhejiang Province, 'Ten Thousand Plan' National High-Level Talents Special Support Plan of China, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, ‘Ten Thousand Plan’ National High-Level Talents Special Support Plan of China",17.0
